UID,PUBLICATION_DATE,SITE_ID,DATE_COL,VISIT_NO,AG_ECO9,EPA_REG,STATE,CHEM_NOT_COLLECTED,WCHL_NOT_COLLECTED,LAB,MATRIX,SAM_CODE,CHEM_DATE_RECEIVED,CHEM_LAB_SAMPLE_ID,AMMONIA_N_BATCH_ID,AMMONIA_N_DATE_ANALYZED,AMMONIA_N_DILUTION_FACTOR,AMMONIA_N_HOLDING_TIME,AMMONIA_N_MDL,AMMONIA_N_NARS_FLAG,AMMONIA_N_QA_FLAG,AMMONIA_N_RESULT,AMMONIA_N_RL,AMMONIA_N_UNITS,ANC_BATCH_ID,ANC_DATE_ANALYZED,ANC_HOLDING_TIME,ANC_MDL,ANC_NARS_FLAG,ANC_QA_FLAG,ANC_RESULT,ANC_RL,ANC_UNITS,CALCIUM_BATCH_ID,CALCIUM_DATE_ANALYZED,CALCIUM_DILUTION_FACTOR,CALCIUM_HOLDING_TIME,CALCIUM_MDL,CALCIUM_NARS_FLAG,CALCIUM_QA_FLAG,CALCIUM_RESULT,CALCIUM_RL,CALCIUM_UNITS,CHLORIDE_BATCH_ID,CHLORIDE_DATE_ANALYZED,CHLORIDE_DILUTION_FACTOR,CHLORIDE_HOLDING_TIME,CHLORIDE_MDL,CHLORIDE_NARS_FLAG,CHLORIDE_QA_FLAG,CHLORIDE_RESULT,CHLORIDE_RL,CHLORIDE_UNITS,COLOR_BATCH_ID,COLOR_DATE_ANALYZED,COLOR_HOLDING_TIME,COLOR_MDL,COLOR_NARS_FLAG,COLOR_QA_FLAG,COLOR_RESULT,COLOR_RL,COLOR_UNITS,COND_BATCH_ID,COND_DATE_ANALYZED,COND_HOLDING_TIME,COND_MDL,COND_NARS_FLAG,COND_QA_FLAG,COND_RESULT,COND_RL,COND_UNITS,DOC_BATCH_ID,DOC_DATE_ANALYZED,DOC_DILUTION_FACTOR,DOC_HOLDING_TIME,DOC_MDL,DOC_NARS_FLAG,DOC_QA_FLAG,DOC_RESULT,DOC_RL,DOC_UNITS,MAGNESIUM_BATCH_ID,MAGNESIUM_DATE_ANALYZED,MAGNESIUM_DILUTION_FACTOR,MAGNESIUM_HOLDING_TIME,MAGNESIUM_MDL,MAGNESIUM_NARS_FLAG,MAGNESIUM_QA_FLAG,MAGNESIUM_RESULT,MAGNESIUM_RL,MAGNESIUM_UNITS,NITRATE_N_BATCH_ID,NITRATE_N_DATE_ANALYZED,NITRATE_N_DILUTION_FACTOR,NITRATE_N_HOLDING_TIME,NITRATE_N_MDL,NITRATE_N_NARS_FLAG,NITRATE_N_QA_FLAG,NITRATE_N_RESULT,NITRATE_N_RL,NITRATE_N_UNITS,NITRATE_NITRITE_N_BATCH_ID,NITRATE_NITRITE_N_DATE_ANALYZED,NITRATE_NITRITE_N_HOLDING_TIME,NITRATE_NITRITE_N_MDL,NITRATE_NITRITE_N_NARS_FLAG,NITRATE_NITRITE_N_QA_FLAG,NITRATE_NITRITE_N_RESULT,NITRATE_NITRITE_N_RL,NITRATE_NITRITE_N_UNITS,NITRITE_N_BATCH_ID,NITRITE_N_DATE_ANALYZED,NITRITE_N_DILUTION_FACTOR,NITRITE_N_HOLDING_TIME,NITRITE_N_MDL,NITRITE_N_NARS_FLAG,NITRITE_N_QA_FLAG,NITRITE_N_RESULT,NITRITE_N_RL,NITRITE_N_UNITS,NTL_BATCH_ID,NTL_DATE_ANALYZED,NTL_DISS_BATCH_ID,NTL_DISS_DATE_ANALYZED,NTL_DISS_HOLDING_TIME,NTL_DISS_MDL,NTL_DISS_NARS_FLAG,NTL_DISS_QA_FLAG,NTL_DISS_RESULT,NTL_DISS_UNITS,NTL_HOLDING_TIME,NTL_MDL,NTL_NARS_FLAG,NTL_QA_FLAG,NTL_RESULT,NTL_RL,NTL_UNITS,PH_BATCH_ID,PH_DATE_ANALYZED,PH_HOLDING_TIME,PH_NARS_FLAG,PH_QA_FLAG,PH_RESULT,PH_UNITS,POTASSIUM_BATCH_ID,POTASSIUM_DATE_ANALYZED,POTASSIUM_DILUTION_FACTOR,POTASSIUM_HOLDING_TIME,POTASSIUM_MDL,POTASSIUM_NARS_FLAG,POTASSIUM_QA_FLAG,POTASSIUM_RESULT,POTASSIUM_RL,POTASSIUM_UNITS,PTL_BATCH_ID,PTL_DATE_ANALYZED,PTL_DISS_BATCH_ID,PTL_DISS_DATE_ANALYZED,PTL_DISS_HOLDING_TIME,PTL_DISS_MDL,PTL_DISS_NARS_FLAG,PTL_DISS_QA_FLAG,PTL_DISS_RESULT,PTL_DISS_UNITS,PTL_HOLDING_TIME,PTL_MDL,PTL_NARS_FLAG,PTL_QA_FLAG,PTL_RESULT,PTL_RL,PTL_UNITS,SILICA_BATCH_ID,SILICA_DATE_ANALYZED,SILICA_HOLDING_TIME,SILICA_MDL,SILICA_NARS_FLAG,SILICA_QA_FLAG,SILICA_RESULT,SILICA_RL,SILICA_UNITS,SODIUM_BATCH_ID,SODIUM_DATE_ANALYZED,SODIUM_DILUTION_FACTOR,SODIUM_HOLDING_TIME,SODIUM_MDL,SODIUM_NARS_FLAG,SODIUM_QA_FLAG,SODIUM_RESULT,SODIUM_RL,SODIUM_UNITS,SULFATE_BATCH_ID,SULFATE_DATE_ANALYZED,SULFATE_DILUTION_FACTOR,SULFATE_HOLDING_TIME,SULFATE_MDL,SULFATE_NARS_FLAG,SULFATE_QA_FLAG,SULFATE_RESULT,SULFATE_RL,SULFATE_UNITS,TKN_BATCH_ID,TKN_DATE_ANALYZED,TKN_HOLDING_TIME,TKN_MDL,TKN_NARS_FLAG,TKN_QA_FLAG,TKN_RESULT,TKN_RL,TKN_UNITS,TSS_BATCH_ID,TSS_DATE_ANALYZED,TSS_HOLDING_TIME,TSS_MDL,TSS_NARS_FLAG,TSS_QA_FLAG,TSS_RESULT,TSS_RL,TSS_UNITS,TURB_BATCH_ID,TURB_DATE_ANALYZED,TURB_HOLDING_TIME,TURB_MDL,TURB_NARS_FLAG,TURB_QA_FLAG,TURB_RESULT,TURB_RL,TURB_UNITS,WCHL_DATE_RECEIVED,WCHL_LAB_SAMPLE_ID,CHLA_BATCH_ID,CHLA_DATE_ANALYZED,CHLA_HOLDING_TIME,CHLA_MDL,CHLA_NARS_FLAG,CHLA_RESULT,CHLA_RL,CHLA_UNITS,CHLA_VOLUME_FILTERED,PHEO_BATCH_ID,PHEO_DATE_ANALYZED,PHEO_HOLDING_TIME,PHEO_NARS_FLAG,PHEO_RESULT,PHEO_RL,NtoP,NO3toP
2013310,4/28/2021,NRS18_WY_10084,8/20/2018,1,NPL,Region_08,WY,,,WRS,WATER,REGULAR,1,0,180911.1,9/11/2018,,22,0.001,,,0.009,0.004,mg N/L,180822.1,8/22/2018,2,,,,4070.28,,uEQ/L,3519.1,2/4/2019,,168,0.012,,,120.584,0.024,mg/L,180824.1,8/24/2018,,4,0.003,,,9.677,0.005,mg/L,180822,8/22/2018,2,,,,16,,APHA PT-CO,180822.1,8/22/2018,2,,,,1238.2,2,uS/cm at 25 C,180831.1,8/31/2018,,11,0.026,,,5.82,0.2,mg/L,3519.1,2/4/2019,,168,0.001,,,54.509,0.002,mg/L,180824.1,8/24/2018,,4,2.00E-04,L,EST,0.0011,0.0025,mg N/L,,,,,,,,,,180824.1,8/24/2018,,4,1.00E-04,L,EST,7.00E-04,0.001,mg N/L,180906.1,9/6/2018,180905.1,9/5/2018,16,0.008,,,0.346,mg N/L,17,0.008,,,0.609,0.02,mg N/L,180822.1,8/22/2018,2,,,8.44,Std. Units,3519.1,2/4/2019,,168,0.027,,,5.942,0.054,mg/L,180906.1,9/6/2018,180905.1,9/5/2018,16,0.5,,,16.099,ug/L,17,0.5,,,290.539,4,ug/L,180826.3,8/26/2018,6,0.003,,,11.14,0.01,mg/L,3519.1,2/4/2019,,168,0.003,,,89.479,0.006,mg/L,180824.1,8/24/2018,,4,0.001,,,480.007,0.08,mg/L,,,,,,,,,,180824.1,8/24/2018,4,,,,248.6,2,mg/L,180823.7,8/23/2018,3,,,,208,1,NTU,8/22/2018,,180912.1,9/12/2018,23,0.24,,9.49,,ug/L,250,,,,,,,0.002096104,3.78607E-06
2013311,4/28/2021,NRS18_WI_10041,8/21/2018,1,TPL,Region_05,WI,,,WSLOH,WATER,REGULAR,1,0,138904,8/28/2018,,7,0.015,L,L,0.0322,0.048,mg N/L,139572,9/4/2018,13,51,L,>L,4100,51,uEQ/L,139042,8/28/2018,,6,0.1,L,>L,40.1,0.3,mg/L,138917,8/24/2018,,2,0.775,L,>L,32.7,2.5,mg/L,138710,8/22/2018,1,5,L,>L,30,5,APHA PT-CO,139572,9/4/2018,13,10,L,>L,528,10,uS/cm,138798,9/4/2018,,14,0.4,L,>L,5.11,1.3,mg/L,139042,8/28/2018,,6,0.1,L,>L,32.7,0.3,mg/L,138904,8/28/2018,,7,0.3,L,L,0.635,1,mg N/L,138904,8/28/2018,7,0.036,L,>L,0.646,0.12,mg N/L,138863,8/22/2018,,0,0.05,ND,ND,,0.15,,141899,9/27/2018,,,,,,,,,36,0.075,L,>L,1.33,0.25,mg N/L,139572,9/4/2018,13,,,8.3,Std. Units,139042,8/28/2018,,6,0.1,L,>L,2.91,0.3,mg/L,139365,8/30/2018,,,,,,,,,8,5,L,>L,212,16,ug/L,138760,8/23/2018,1,0.1,L,>L,9.25,0.32,mg/L,139042,8/28/2018,,6,0.1,L,>L,17.4,0.3,mg/L,138917,8/24/2018,,2,4,L,>L,19.4,12.5,mg/L,,,,,,,,,,138606,8/24/2018,2,2,L,>L,7.4,2,mg/L,138849,8/23/2018,2,0.1,L,>L,15,0.1,NTU,8/22/2018,,139575,9/5/2018,15,,,6.09,,,200,,,,,,,0.006273585,0.002995283
2013312,4/28/2021,NRS18_KS_10087,8/20/2018,1,SPL,Region_07,KS,,,WRS,WATER,REGULAR,1,0,180911.1,9/11/2018,,22,0.001,,,0.018,0.004,mg N/L,180822.1,8/22/2018,2,,,,3118.75,,uEQ/L,3519.1,2/4/2019,,168,0.012,,,59.865,0.024,mg/L,180824.1,8/24/2018,,4,0.003,,,19.617,0.005,mg/L,180822,8/22/2018,2,,,,25,,APHA PT-CO,180822.1,8/22/2018,2,,,,475.4,2,uS/cm at 25 C,180829.1,8/29/2018,,9,0.026,,,9.48,0.2,mg/L,3519.1,2/4/2019,,168,0.001,,,11.577,0.002,mg/L,180824.1,8/24/2018,,4,2.00E-04,,,0.0069,0.0025,mg N/L,,,,,,,,,,180824.1,8/24/2018,,4,1.00E-04,ND,MDL (0.0001),,0.001,,180829.2,8/29/2018,180828.1,8/28/2018,8,0.008,,,0.638,mg N/L,9,0.008,,,0.618,0.02,mg N/L,180822.1,8/22/2018,2,,,8.42,Std. Units,3519.1,2/4/2019,,168,0.027,,,5.751,0.054,mg/L,180829.2,8/29/2018,180828.1,8/28/2018,8,0.5,,,88.036,ug/L,9,0.5,,,122.993,4,ug/L,180826.3,8/26/2018,6,0.003,,,25.615,0.01,mg/L,3519.1,2/4/2019,,168,0.003,,,20.267,0.006,mg/L,180824.1,8/24/2018,,4,0.001,,,54.441,0.08,mg/L,,,,,,,,,,180824.1,8/24/2018,4,,,,8.2,2,mg/L,180822.1,8/22/2018,2,,,,17.7,1,NTU,8/22/2018,,180906.1,9/6/2018,17,0.24,,2.9,,ug/L,500,,,,,,,0.005024676,5.61008E-05
2013313,4/28/2021,NRS18_MO_10003,8/21/2018,1,TPL,Region_07,MO,,,WRS,WATER,REGULAR,1,0,180911.1,9/11/2018,,21,0.001,,,0.195,0.004,mg N/L,180822.1,8/22/2018,1,,,,1919.93,,uEQ/L,3519.1,2/4/2019,,167,0.012,,,31.499,0.024,mg/L,180824.1,8/24/2018,,3,0.003,,,27.507,0.005,mg/L,180822,8/22/2018,1,,,,28,,APHA PT-CO,180822.1,8/22/2018,1,,,,317.1,2,uS/cm at 25 C,180831.1,8/31/2018,,10,0.026,,,7.45,0.2,mg/L,3519.1,2/4/2019,,167,0.001,,,6.878,0.002,mg/L,180824.1,8/24/2018,,3,2.00E-04,,,0.7738,0.0025,mg N/L,,,,,,,,,,180824.1,8/24/2018,,3,1.00E-04,,,0.0141,0.001,mg N/L,180906.1,9/6/2018,180905.1,9/5/2018,15,0.008,,,1.7,mg N/L,16,0.008,,,2.225,0.02,mg N/L,180822.1,8/22/2018,1,,,7.95,Std. Units,3519.1,2/4/2019,,167,0.027,,,8.748,0.054,mg/L,180906.1,9/6/2018,180905.1,9/5/2018,15,0.5,,,278.741,ug/L,16,0.5,,,395.188,4,ug/L,180826.2,8/26/2018,5,0.003,,,7.535,0.01,mg/L,3519.1,2/4/2019,,167,0.003,,,19.019,0.006,mg/L,180824.1,8/24/2018,,3,0.001,,,13.709,0.08,mg/L,,,,,,,,,,180824.1,8/24/2018,3,,,,24.2,2,mg/L,180822.1,8/22/2018,1,,,,41.83,1,NTU,8/22/2018,,180912.1,9/12/2018,22,0.24,,33.92,,ug/L,250,,,,,,,0.005630232,0.001958055
2013314,4/28/2021,NRS18_OR_10068,8/21/2018,1,WMT,Region_10,OR,,,WRS,WATER,REGULAR,1,0,180911.1,9/11/2018,,21,0.001,,,0.006,0.004,mg N/L,180823.1,8/23/2018,2,,,,533.37,,uEQ/L,3519.1,2/4/2019,,167,0.012,,,6.111,0.024,mg/L,180824.1,8/24/2018,,3,0.003,,,4.222,0.005,mg/L,180823,8/23/2018,2,,,,0,,APHA PT-CO,180823.1,8/23/2018,2,,,,74.5,2,uS/cm at 25 C,180831.1,8/31/2018,,10,0.026,,,0.57,0.2,mg/L,3519.1,2/4/2019,,167,0.001,,,1.816,0.002,mg/L,180824.1,8/24/2018,,3,2.00E-04,,,0.2485,0.0025,mg N/L,,,,,,,,,,180824.1,8/24/2018,,3,1.00E-04,L,EST,2.00E-04,0.001,mg N/L,180906.1,9/6/2018,180905.1,9/5/2018,15,0.008,,,0.325,mg N/L,16,0.008,,,0.334,0.02,mg N/L,180823.1,8/23/2018,2,,,7.59,Std. Units,3519.1,2/4/2019,,167,0.027,,,0.851,0.054,mg/L,180906.1,9/6/2018,180905.1,9/5/2018,15,0.5,,,26.2,ug/L,16,0.5,,,21.12,4,ug/L,180826.3,8/26/2018,5,0.003,,,14.206,0.01,mg/L,3519.1,2/4/2019,,167,0.003,,,5.975,0.006,mg/L,180824.1,8/24/2018,,3,0.001,,,2.423,0.08,mg/L,,,,,,,,,,180824.1,8/24/2018,3,,L,LRL (2),1.4,2,mg/L,180823.1,8/23/2018,2,,,,1.41,1,NTU,8/23/2018,,180912.1,9/12/2018,22,0.24,,0.39,,ug/L,2000,,,,,,,0.015814394,0.011766098
2013315,4/28/2021,NRS18_WY_11903,8/20/2018,1,NPL,Region_08,WY,,,WRS,WATER,REGULAR,1,0,180911.1,9/11/2018,,22,0.001,,,0.012,0.004,mg N/L,180822.1,8/22/2018,2,,,,2861.66,,uEQ/L,3519.1,2/4/2019,,168,0.012,,,56.423,0.024,mg/L,180824.1,8/24/2018,,4,0.003,,,11.047,0.005,mg/L,180822,8/22/2018,2,,,,12,,APHA PT-CO,180822.1,8/22/2018,2,,,,602.1,2,uS/cm at 25 C,180829.1,8/29/2018,,9,0.026,,,5.24,0.2,mg/L,3519.1,2/4/2019,,168,0.001,,,18.535,0.002,mg/L,180824.1,8/24/2018,,4,2.00E-04,,,0.0239,0.0025,mg N/L,,,,,,,,,,180824.1,8/24/2018,,4,1.00E-04,ND,MDL (0.0001),,0.001,,180829.2,8/29/2018,180828.1,8/28/2018,8,0.008,,,0.375,mg N/L,9,0.008,,,0.38,0.02,mg N/L,180822.1,8/22/2018,2,,,8.51,Std. Units,3519.1,2/4/2019,,168,0.027,,,3.602,0.054,mg/L,180829.2,8/29/2018,180828.1,8/28/2018,8,0.5,,,15.704,ug/L,9,0.5,,,77.215,4,ug/L,180826.2,8/26/2018,6,0.003,,,5.023,0.01,mg/L,3519.1,2/4/2019,,168,0.003,,,43.064,0.006,mg/L,180824.1,8/24/2018,,4,0.001,,,147.778,0.08,mg/L,,,,,,,,,,180824.1,8/24/2018,4,,,,24,2,mg/L,180822.1,8/22/2018,2,,,,41.02,1,NTU,8/22/2018,,180906.1,9/6/2018,17,0.24,,0.82,,ug/L,250,,,,,,,0.004921324,0.000309525
2013316,4/28/2021,NRS18_TX_10019,8/21/2018,1,CPL,Region_06,TX,,,WRS,WATER,REGULAR,1,0,180911.1,9/11/2018,,21,0.001,,,0.021,0.004,mg N/L,180822.1,8/22/2018,1,,,,1114.82,,uEQ/L,3519.1,2/4/2019,,167,0.012,,,11.078,0.024,mg/L,180824.1,8/24/2018,,3,0.003,,,32.026,0.005,mg/L,180822,8/22/2018,1,,,,4,,APHA PT-CO,180822.1,8/22/2018,1,,,,277.2,2,uS/cm at 25 C,180829.1,8/29/2018,,8,0.026,,,5.46,0.2,mg/L,3519.1,2/4/2019,,167,0.001,,,5.198,0.002,mg/L,180824.1,8/24/2018,,3,2.00E-04,,,0.0134,0.0025,mg N/L,,,,,,,,,,180824.1,8/24/2018,,3,1.00E-04,ND,MDL (0.0001),,0.001,,180829.2,8/29/2018,180828.1,8/28/2018,7,0.008,,,0.371,mg N/L,8,0.008,,,0.523,0.02,mg N/L,180822.1,8/22/2018,1,,,7.86,Std. Units,3519.1,2/4/2019,,167,0.027,,,5.542,0.054,mg/L,180829.2,8/29/2018,180828.1,8/28/2018,7,0.5,,,9.366,ug/L,8,0.5,,,96.794,4,ug/L,180826.2,8/26/2018,5,0.003,,,6.906,0.01,mg/L,3519.1,2/4/2019,,167,0.003,,,33.724,0.006,mg/L,180824.1,8/24/2018,,3,0.001,,,23.209,0.08,mg/L,,,,,,,,,,180824.1,8/24/2018,3,,,,42.5,2,mg/L,180822.1,8/22/2018,1,,,,49.92,1,NTU,8/22/2018,,180906.1,9/6/2018,16,0.24,,29.75,,ug/L,160,,,,,,,0.005403227,0.000138438
2013317,4/28/2021,NRS18_UT_10009,8/21/2018,2,XER,Region_08,UT,,,WRS,WATER,REGULAR,1,0,180911.1,9/11/2018,,21,0.001,,,0.009,0.004,mg N/L,180823.1,8/23/2018,2,,,,10876.72,,uEQ/L,3519.1,2/4/2019,,167,0.012,,,47.05,0.024,mg/L,180824.1,8/24/2018,,3,0.003,,,24.161,0.005,mg/L,180823,8/23/2018,2,,,,14,,APHA PT-CO,180823.1,8/23/2018,2,,,,1562.3,2,uS/cm at 25 C,180831.1,8/31/2018,,10,0.026,,,5.38,0.2,mg/L,3519.1,2/4/2019,,167,0.001,,,97.864,0.002,mg/L,180824.1,8/24/2018,,3,2.00E-04,,,0.0031,0.0025,mg N/L,,,,,,,,,,180824.1,8/24/2018,,3,1.00E-04,ND,MDL (0.0001),,0.001,,180906.1,9/6/2018,180905.1,9/5/2018,15,0.008,,,0.275,mg N/L,16,0.008,,,0.449,0.02,mg N/L,180823.1,8/23/2018,2,,,8.62,Std. Units,3519.1,2/4/2019,,167,0.027,,,5.603,0.054,mg/L,180906.1,9/6/2018,180905.1,9/5/2018,15,0.5,,,12.273,ug/L,16,0.5,,,89.28,4,ug/L,180826.3,8/26/2018,5,0.003,,,16.761,0.01,mg/L,3519.1,2/4/2019,,167,0.003,,,193.219,0.006,mg/L,180824.1,8/24/2018,,3,0.001,,,356.792,0.08,mg/L,,,,,,,,,,180824.1,8/24/2018,3,,,,111.3,2,mg/L,180823.1,8/23/2018,2,,,,84.1,1,NTU,8/23/2018,,180912.1,9/12/2018,22,0.24,,0.52,,ug/L,500,,,,,,,0.005029122,3.47222E-05
2013318,4/28/2021,NRS18_CO_11425,8/19/2018,1,SPL,Region_08,CO,,,WRS,WATER,REGULAR,1,0,180911.1,9/11/2018,,23,0.001,,,0.013,0.004,mg N/L,180821.1,8/21/2018,2,,,,5119.79,,uEQ/L,3519.1,2/4/2019,,169,0.012,,,145.907,0.024,mg/L,180824.1,8/24/2018,,5,0.003,,,105.817,0.005,mg/L,180821,8/21/2018,2,,,,18,,APHA PT-CO,180821.1,8/21/2018,2,,,,1737.5,2,uS/cm at 25 C,180829.1,8/29/2018,,10,0.026,,,3.78,0.2,mg/L,3519.1,2/4/2019,,169,0.001,,,56.67,0.002,mg/L,180824.1,8/24/2018,,5,2.00E-04,,,2.2541,0.0025,mg N/L,,,,,,,,,,180824.1,8/24/2018,,5,1.00E-04,,,0.011,0.001,mg N/L,190403.1,4/3/2019,180905.1,9/5/2018,17,0.008,,,2.669,mg N/L,227,0.008,H,H,3.363,0.02,mg N/L,180821.1,8/21/2018,2,,,8.34,Std. Units,3519.1,2/4/2019,,169,0.027,,,11.638,0.054,mg/L,190403.1,4/3/2019,180828.1,8/28/2018,9,0.5,,,223.608,ug/L,227,0.5,H,H,330.281,4,ug/L,180826.3,8/26/2018,7,0.003,,,14.032,0.01,mg/L,3519.1,2/4/2019,,169,0.003,,,157.715,0.006,mg/L,180824.1,8/24/2018,,5,0.001,,,521.061,0.08,mg/L,,,,,,,,,,180821.1,8/21/2018,2,,,,47.7,2,mg/L,180821.1,8/21/2018,2,,,,14.38,1,NTU,8/21/2018,,180906.1,9/6/2018,18,0.24,,43.2,,ug/L,250,,,,,,,0.010182239,0.006824795
2013319,4/28/2021,NRS18_MA_10005,8/21/2018,1,NAP,Region_01,MA,,,WRS,WATER,REGULAR,1,0,180911.1,9/11/2018,,21,0.001,,,0.039,0.004,mg N/L,180823.1,8/23/2018,2,,,,724.55,,uEQ/L,3519.1,2/4/2019,,167,0.012,,,20.242,0.024,mg/L,180824.1,8/24/2018,,3,0.003,,,140.371,0.005,mg/L,180823,8/23/2018,2,,,,83,,APHA PT-CO,180823.1,8/23/2018,2,,,,583.6,2,uS/cm at 25 C,180831.1,8/31/2018,,10,0.026,,,9.65,0.2,mg/L,3519.1,2/4/2019,,167,0.001,,,4.022,0.002,mg/L,180824.1,8/24/2018,,3,2.00E-04,,,0.207,0.0025,mg N/L,,,,,,,,,,180824.1,8/24/2018,,3,1.00E-04,ND,MDL (0.0001),,0.001,,180906.1,9/6/2018,180905.1,9/5/2018,15,0.008,,,0.734,mg N/L,16,0.008,,,0.811,0.02,mg N/L,180823.1,8/23/2018,2,,,7.63,Std. Units,3519.1,2/4/2019,,167,0.027,,,3.916,0.054,mg/L,180906.1,9/6/2018,180905.1,9/5/2018,15,0.5,,,35.645,ug/L,16,0.5,,,60.566,4,ug/L,180826.3,8/26/2018,5,0.003,,,11.425,0.01,mg/L,3519.1,2/4/2019,,167,0.003,,,83.45,0.006,mg/L,180824.1,8/24/2018,,3,0.001,,,6.235,0.08,mg/L,,,,,,,,,,180824.1,8/24/2018,3,,,,5,2,mg/L,180823.1,8/23/2018,2,,,,3.73,1,NTU,8/23/2018,,180912.1,9/12/2018,22,0.24,,2.93,,ug/L,250,,,,,,,0.013390351,0.003417759
2013320,4/28/2021,NRS18_MA_10006,8/20/2018,2,NAP,Region_01,MA,,,WRS,WATER,REGULAR,1,0,180911.1,9/11/2018,,22,0.001,,,0.023,0.004,mg N/L,180821.1,8/21/2018,1,,,,582.78,,uEQ/L,3519.1,2/4/2019,,168,0.012,,,11.403,0.024,mg/L,180824.1,8/24/2018,,4,0.003,,,13.736,0.005,mg/L,180821,8/21/2018,1,,,,10,,APHA PT-CO,180821.1,8/21/2018,1,,,,120.7,2,uS/cm at 25 C,180829.1,8/29/2018,,9,0.026,,,4.54,0.2,mg/L,3519.1,2/4/2019,,168,0.001,,,1.554,0.002,mg/L,180824.1,8/24/2018,,4,2.00E-04,,,0.1024,0.0025,mg N/L,,,,,,,,,,180824.1,8/24/2018,,4,1.00E-04,L,EST,5.00E-04,0.001,mg N/L,180829.2,8/29/2018,180828.1,8/28/2018,8,0.008,,,0.313,mg N/L,9,0.008,,,0.304,0.02,mg N/L,180821.1,8/21/2018,1,,,7.63,Std. Units,3519.1,2/4/2019,,168,0.027,,,1.198,0.054,mg/L,180829.2,8/29/2018,180828.1,8/28/2018,8,0.5,,,7.549,ug/L,9,0.5,,,13.886,4,ug/L,180826.2,8/26/2018,6,0.003,,,5.714,0.01,mg/L,3519.1,2/4/2019,,168,0.003,,,9.393,0.006,mg/L,180824.1,8/24/2018,,4,0.001,,,4.468,0.08,mg/L,,,,,,,,,,180821.1,8/21/2018,1,,L,LRL (2),1.5,2,mg/L,180821.1,8/21/2018,1,,,,2.34,1,NTU,8/21/2018,,180906.1,9/6/2018,17,0.24,,0.99,,ug/L,350,,,,,,,0.021892554,0.007374334
2013321,4/28/2021,NRS18_RI_10002,8/19/2018,1,NAP,Region_01,RI,,,WRS,WATER,REGULAR,1,0,180911.1,9/11/2018,,23,0.001,S,S,0.042,0.004,mg N/L,180821.1,8/21/2018,2,,S,S,564.49,,uEQ/L,3519.1,2/4/2019,,169,0.012,S,S,14.876,0.024,mg/L,180824.1,8/24/2018,,5,0.003,S,S,98.741,0.005,mg/L,180821,8/21/2018,2,,S,S,30,,APHA PT-CO,180821.1,8/21/2018,2,,S,S,446,2,uS/cm at 25 C,180829.1,8/29/2018,,10,0.026,S,S,5.26,0.2,mg/L,3519.1,2/4/2019,,169,0.001,S,S,3.862,0.002,mg/L,180824.1,8/24/2018,,5,2.00E-04,S,S,0.4785,0.0025,mg N/L,,,,,,,,,,180824.1,8/24/2018,,5,1.00E-04,S;ND,S;MDL (0.0001),,0.001,,180829.2,8/29/2018,180828.1,8/28/2018,9,0.008,S,S,0.844,mg N/L,10,0.008,S,S,0.906,0.02,mg N/L,180821.1,8/21/2018,2,S,S,7.67,Std. Units,3519.1,2/4/2019,,169,0.027,S,S,3.819,0.054,mg/L,180829.2,8/29/2018,180828.1,8/28/2018,9,0.5,S,S,59.2,ug/L,10,0.5,S,S,97.36,4,ug/L,180826.2,8/26/2018,7,0.003,S,S,6.647,0.01,mg/L,3519.1,2/4/2019,,169,0.003,S,S,60.32,0.006,mg/L,180824.1,8/24/2018,,5,0.001,S,S,11.121,0.08,mg/L,,,,,,,,,,180821.1,8/21/2018,2,,S,S,7.4,2,mg/L,180821.1,8/21/2018,2,,S,S,4.31,1,NTU,8/22/2018,,180906.1,9/6/2018,18,0.24,S,3.01,,ug/L,250,,,,,,,0.00930567,0.004914749
2013322,4/28/2021,NRS18_WY_10016,8/21/2018,1,NPL,Region_08,WY,,,WRS,WATER,REGULAR,1,0,180911.1,9/11/2018,,21,0.001,,,0.012,0.004,mg N/L,180823.1,8/23/2018,2,,,,2653.99,,uEQ/L,3519.1,2/4/2019,,167,0.012,,,50.689,0.024,mg/L,180824.1,8/24/2018,,3,0.003,,,9.456,0.005,mg/L,180823,8/23/2018,2,,,,13,,APHA PT-CO,180823.1,8/23/2018,2,,,,513.3,2,uS/cm at 25 C,180831.1,8/31/2018,,10,0.026,,,5.09,0.2,mg/L,3519.1,2/4/2019,,167,0.001,,,15.41,0.002,mg/L,180824.1,8/24/2018,,3,2.00E-04,ND,MDL (0.0002),,0.0025,,,,,,,,,,,180824.1,8/24/2018,,3,1.00E-04,L,EST,3.00E-04,0.001,mg N/L,180906.1,9/6/2018,180905.1,9/5/2018,15,0.008,,,0.253,mg N/L,16,0.008,,,0.384,0.02,mg N/L,180823.1,8/23/2018,2,,,8.38,Std. Units,3519.1,2/4/2019,,167,0.027,,,3.104,0.054,mg/L,180906.1,9/6/2018,180905.1,9/5/2018,15,0.5,,,16.503,ug/L,16,0.5,,,29.831,4,ug/L,180826.2,8/26/2018,5,0.003,,,5.975,0.01,mg/L,3519.1,2/4/2019,,167,0.003,,,34.487,0.006,mg/L,180824.1,8/24/2018,,3,0.001,,,109.392,0.08,mg/L,,,,,,,,,,180824.1,8/24/2018,3,,,,7.9,2,mg/L,180823.1,8/23/2018,2,,,,9.12,1,NTU,8/23/2018,,180912.1,9/12/2018,22,0.24,,0.62,,ug/L,500,,,,,,,0.012872515,0
