SITE_ID,YEAR,VISIT_NO,SAMPLED,DATE_COL,DATECHEM,TEAM_ID,SAMP_LOC,PHSTVL,PHSTVLF,COND,CONDF,ANC,ANCF,TURB,TURBF,TSS,TSSF,COLOR,COLORF,DOC,DOCF,DIC,DICF,PTL,PTLF,SE,SEF,CA,CAF,MG,MGF,NA,NAF,K,KF,NH4,NH4F,SO4,SO4F,NO3,NO3F,CL,CLF,NTL,NTLF,ZN,ZNF,SIO2,SIO2F,H,OH,HCO3,CO3,ALKCALC,CATSUM,ANSUM,ANDEF,SOBC,IONSTR,BALANCE,ORGION,CONCAL,CONDHO,DAY_SHIP,COM_LAB,COM_FLD,COM_IM ,NtoP,NO3toP
WNDP99-0617,2001,1,Yes,07/09/2001,07/09/2001,1,F,8.53, ,451, ,3955.8, ,6.37, ,5.9, ,35, ,17.5, ,42.78,H4,87,H29,0,H219,1571.2,H225,2921.5,H205,329.8,H199,211,H239,3.1, ,981,H23,266.6,H15,108.3,H15,1575,H29,3,H264,6.12,H10,0.003,3.388,3483.521,110.672,3597.37,5036.06,4691.21,344.85,5033.43,0.013,3.55,174.68,530.9,465.13,2,yellow water, ,  ,18.10344828,0.049425287
WNDP99-0633,2001,1,Yes,08/14/2001,08/14/2001,1,F,8.59, ,1175, ,4451.8, ,110, ,121.8, ,25, ,6.18, ,45.13,H6,171,H30,0,H198,2629,H227,1918.2,H218,7572.2,H212,258,H204,0.7,H29,7933.7,H106,0, ,165, ,533,H30,20,H228,11.99, ,0.003,3.89,3669.506,133.852,3807.03,12378,11905.92,472.08,12377.4,0.031,1.94,61.7,1476.85,1065.41,2, , ,  ,3.116959064,0
WNDP99-0648,2002,1,Yes,06/10/2002,06/10/2002,1,F,8.21, ,1340, ,7899.2, ,5.95, ,25, ,20, ,9.58, ,87.37,H4,205,H60,0,H634,4381.7, ,4068.4, ,5915.7, ,394.9, ,1.9, ,6311.8,H23,179.8, ,547.8,H23,972,H60,6,H302,15.66, ,0.00616595,1.621810097,7121.836274,108.2955848,7231.26957,14762.39845,14094.16099,668.2374626,14760.67568,0.036733538,1.157860597,95.45394627,1673.301284,1310.142104,1, , ,  ,4.741463415,0.014146341
WNDP99-0650,2002,1,Yes,06/04/2002,06/04/2002,1,F,8.44, ,987, ,5395.1,H8,4.99, ,12.04, ,15, ,5.68, ,58.13,H7,96, ,1.3,H660,4897.2, ,3265.9, ,2896.1, ,293.1, ,1.4, ,5245.2,H21,0,H8,513.6,H13,558,H91,3,H308,21.23,H10,0.003630781,2.754228703,4739.986686,122.4040781,4864.837504,11353.49992,10623.95885,729.5410686,11352.24168,0.03128471,1.659748463,56.70354752,1309.759878,1033.731814,2, , ,  ,5.8125,0
WNDP99-0654,2002,1,Yes,06/08/2002,06/08/2002,1,F,8.34, ,1455,H325,10680.3, ,4.2,H4,3.96, ,40, ,11.21, ,117.96,H6,143,H62,0,H636,2050.9, ,2023.7, ,11870.6, ,146.1, ,1.1, ,5143.9,H9,0, ,397.4,H25,772,H62,6.2,H304,6, ,0.004570882,2.187761624,9623.781533,197.4078967,9822.724196,16092.35238,15364.67221,727.680165,16091.31844,0.02985231,1.156625864,111.8283434,1718.725902,1330.617533,3,"Filtered, unacidified split froze when refrigerator malfuntioned.  Sample frozen prior to silicate analysis. Yellow water.", ,  ,5.398601399,0
WNDP99-0655,2002,1,Yes,06/05/2002,06/05/2002,1,G,8.46, ,914, ,4789.2, ,1.04, ,7.2, ,15, ,4.92, ,44.84, ,48, ,0.5,H659,4410.7, ,3586.7, ,2163.6, ,177.2, ,1.9, ,5021,H20,489.8, ,480.3,H12,671,H90,1.7,H307,9.15,H9,0.003467369,2.884031503,3655.951031,98.85966526,3757.464269,10339.78936,9266.847008,1072.942349,10338.16417,0.029479092,2.73617139,49.04888147,1182.895658,929.6559232,1, , ,  ,13.97916667,0.164583333
WNDP99-0671,2002,1,Yes,06/07/2002,06/07/2002,1,F,8.37, ,1843,H326,7299.2, ,5.31, ,21.6, ,35, ,28.77, ,77.89,H7,618,H41,0,H637,967.6,H187,7460.5, ,9639.2,H185,606.4, ,2.9, ,13136.6,H18,310,H26,802.9,H10,3410,H41,6,H305,7.67, ,0.004265795,2.344228815,6354.368972,139.6661606,6495.955487,18676.15913,20440.8674,-1764.708267,18673.5995,0.052115018,-2.255677928,287.0241712,2385.888003,1687.389261,1,Critter in cubitainer.,THIS AREA OF THE REACH RECEIVED A LIGHT RAIN THE PREVIOUS NIGHT AND EARLY THIS MORNING.,  ,5.517799353,0.008090615
WNDP99-0676,2002,1,Yes,06/03/2002,06/03/2002,1,F,8.19, ,1689,H8,8423.5,H9,11.6, ,14.72, ,25, ,15.41, ,91.95,H8,232, ,0,H661,4324.8, ,5072.1, ,9526.1, ,326.8, ,2.5,H29,9856.8,H14,0,H9,992.3,H14,1425,H92,0.3,H309,9.05,H11,0.006456542,1.548816619,7492.554036,108.8049489,7602.397216,19252.12502,18452.00748,800.1175396,19249.7999,0.047895846,1.061047539,153.6154035,2232.803176,1673.124048,2,Yellow water, ,  ,6.142241379,0
WNDP99-0680,2003,1,Yes,08/21/2003,08/21/2003,1,F,8.38,H5,1821, ,6788.7, ,4.43,H4,7.3, ,25,H4,14.62, ,73.05,H8,937, ,0,H192,3391.2, ,4183.1, ,12344.7, ,439.4, ,1.8, ,9273.9,H43,0,H14,3276.1,H43,1600,H42,17, ,10.39,H10,0.004168694,2.398832919,5959.448843,134.0370502,6095.488877,20360.01949,18645.86423,1714.155263,20358.42212,0.044976269,2.197303458,145.8475095,2340.876183,1780.617759,2, , ,  ,1.707577375,0
WNDP99-0683,2002,1,Yes,06/06/2002,06/06/2002,1,F,8.23,H4,2022, ,6968, ,14.7,H4,64.64, ,20,H4,10.57, ,74.86,H8,229, ,0,H638,7844.3, ,7754.2,H195,6777, ,326.3, ,10.1, ,13613.6,H96,1680.2, ,2622,H27,1559,H89,9.2,H306,14.56,H8,0.005888437,1.698243653,6103.702167,97.18787792,6202.175657,22711.07959,22465.31965,245.7599382,22701.79728,0.066552069,0.272000361,105.3952098,2811.322515,2093.319152,2, , ,  ,6.807860262,0.118340611
WNDP99-0685,2002,1,Yes,06/08/2002,06/08/2002,1,E,8.44, ,1799,H325,8665.5, ,19.1,H4,29.24, ,35, ,11.01, ,95.27,H6,100,H62,0,H636,2423.6, ,3001, ,13989, ,173.2, ,1.4, ,11067.1,H17,0, ,247.9,H25,914,H62,3.9,H304,7.23, ,0.003630781,2.754228703,7768.610508,200.6144048,7971.459903,19588.03589,19286.98908,301.0468081,19586.77765,0.044476004,0.387198218,109.859818,2281.009801,1623.469084,3,Turbid sample, ,  ,9.14,0
WNDP99-0688,2002,1,Yes,06/06/2002,06/06/2002,1,C,8.63,H4,1496, ,7592.3, ,16.8,H4,46.72, ,40,H4,19.41, ,77.41,H8,181,H83,0,H638,4071.3, ,6910.8, ,5411.2, ,422.5, ,2.3, ,8986.6,H11,310,H27,568.5,H11,2261,H83,2.5,H306,8.61,H8,0.002344229,4.265795188,6286.665338,251.442744,6541.970199,16817.69322,16102.42772,715.2655075,16815.80879,0.046790377,1.086365249,193.811158,1971.260491,1489.030222,2, ,"COLLECTED WATER SAMPLE AT TRANSECT C, BECAUSE THERE WAS FLOWING WATER IN THE CROSS SECTION.",  ,12.49171271,0.027624309
WNDP99-0689,2003,1,Yes,08/20/2003,08/20/2003,1,C,8, ,1140, ,5582.4, ,3.41,H5,19.3,H15,15,H5,6.86, ,62.1,H6,165, ,0,H193,6197.6, ,4860.2, ,2439.4, ,197.2, ,4.1, ,7279.7,H44,440.2,H15,456.4,H20,1128, ,0, ,30.17, ,0.01,1,5033.803153,47.19706517,5081.652412,13698.21666,12825.2253,872.9913646,13694.33165,0.040838692,1.64569773,68.28498934,1608.288213,1238.494602,2, , ,  ,6.836363636,0.043030303
WNDP99-0700,2003,1,Yes,06/10/2003,06/10/2003,1,D,8.86, ,2386, ,13981.6, ,14.3, ,7.1, ,70, ,19.82,H21,147.66,H6,2587, ,0,H304,1510.5, ,3153.2, ,22775.6,H186,313.8, ,21.5, ,12020.6,H17,130.2, ,1780.6,H17,3823, ,13,H246,1.88, ,0.001380384,7.244359601,11855.1417,805.2403239,12666.84364,27768.76378,26471.04806,1297.715719,27752.9979,0.053354197,1.196276014,197.9962149,3104.238811,2208.21124,2, ,"CU,S1,S2",  ,1.477773483,0.000811751
WNDP99-0701,2002,1,Yes,06/09/2002,06/09/2002,1,F,8.97, ,3099,H324,2779.7, ,3.25, ,3, ,25, ,18.78, ,29.3, ,45, ,0,H635,4245, ,10843.5, ,19252.2, ,315.3, ,1.6, ,32557.7,H16,0, ,570.1,H95,1120,H86,5.4,H303,1.4, ,0.001071519,9.332543008,2332.110051,204.064663,2545.42927,34657.11962,35673.29269,-1016.173063,34655.99985,0.106940527,-0.722427916,187.6221266,4582.444744,2867.262209,2,Yellow water, ,  ,24.88888889,0
WNDP99-0703,2002,1,Yes,06/09/2002,06/09/2002,1,F,8.54, ,2090, ,7900.7, ,26, ,56.84, ,20, ,8.27, ,85.94,H5,75,H61,0,H635,2948.1, ,5261.3, ,13762.8, ,275.4, ,0.9, ,14889.2,H16,0, ,583,H24,812,H61,3.9,H303,7.28, ,0.002884032,3.467368505,6996.079585,227.4434879,7226.530754,22248.36111,22699.22326,-450.8621482,22247.56756,0.057462832,-0.501542135,82.56118535,2727.109128,1898.789593,2,Yellow water, ,  ,10.82666667,0
WNDP99-0706,2003,1,Yes,06/11/2003,06/11/2003,1,F,9.05, ,2103, ,6183.3, ,1.52, ,0.7, ,30,H5,13.07, ,64.68,H7,20, ,0,H321,1776.4, ,6540.8, ,15668, ,250, ,1.5, ,18765.3,H16,0, ,284, ,1014, ,0,H245,0.3, ,0.000891251,11.22018454,5106.584035,537.2163833,5654.754621,24236.17655,24704.32922,-468.1526713,24235.21609,0.065899865,-0.478287529,130.6052099,3044.990353,2019.391617,2, ,"CU,S1,S2",  ,50.7,0
WNDP99-0707,2003,1,Yes,06/10/2003,06/10/2003,1,F,8.92, ,3777, ,8422.2, ,10.7, ,6.5, ,40, ,19.13,H15,86.41,H6,35, ,0,H304,2307.9, ,9592, ,33750.1,H186,321.7, ,1.9, ,41015.4,H17,0, ,243.1, ,1089, ,7,H246,0.8, ,0.001202264,8.317637711,6906.736079,538.6313494,7453.266142,45972.98774,48712.22079,-2739.233045,45971.67652,0.127523437,-1.446494699,191.1237111,6005.675558,3599.186104,2, , ,  ,31.11428571,0
WNDP99-0711,2003,1,Yes,08/19/2003,08/19/2003,1,H,8.12, ,1473, ,5688.2, ,32.8, ,55.1, ,15, ,10.38, ,61.48,H7,148, ,3.8,H242,6621.7, ,6449.5, ,4375.9, ,221.5, ,4.5, ,10207.2,H21,310,H16,1355.3,H21,1668, ,0, ,23.09, ,0.007585776,1.318256739,5002.724264,61.83371388,5065.535427,17672.8748,16633.38503,1039.489767,17668.64839,0.052163542,1.515014712,103.4099496,2118.876937,1598.166902,1, , ,  ,11.27027027,0.033783784
WNDP99-0712,2003,1,Yes,06/15/2003,06/15/2003,1,H,8.54, ,2327, ,11775.3,H8,74.5,H5,118.5, ,50,H5,17.74,H16,133.96,H5,254, ,0,H302,5958.1, ,6194.5, ,17725.4, ,294.1, ,1.7, ,13431.2,H17,0, ,1598.2,H16,1713, ,3,H241,10.53, ,0.002884032,3.467368505,10905.857,354.5508773,11263.1409,30173.53777,26293.2174,3880.320369,30172.0752,0.067140798,3.435933548,177.076534,3299.059591,2423.216229,2, ,"CU,S1,S2",  ,6.744094488,0
WNDP99-0713,2003,1,Yes,06/11/2003,06/11/2003,1,F,8.42, ,2862, ,13064.5, ,1.63, ,2.6, ,80,H5,24.75, ,156.14,H7,145, ,0,H321,3223.5, ,5296.2, ,25594.2,H185,378, ,3.5, ,21543.9,H16,0, ,374.9,H21,1949, ,6,H245,1.05, ,0.003801894,2.630267992,12734.72042,314.0567849,13050.54035,34494.99771,34970.17661,-475.1788971,34491.90324,0.080299084,-0.342026707,246.943279,4123.259937,2750.367835,2, ,"CU, S1, S2",  ,13.44137931,0
WNDP99-0714,2003,1,Yes,06/13/2003,06/13/2003,1,G,8.37, ,1610, ,7888.8, ,15.2, ,15.1, ,25, ,12.04, ,90.92,H5,52, ,0,H304,2951.1, ,4606, ,10356.9, ,213.3, ,1.6, ,10099.2,H18,0, ,269.9, ,864, ,4,H243,6.05, ,0.004265795,2.344228815,7417.564027,163.0347078,7582.444959,18128.68192,17952.03178,176.6501358,18127.20832,0.044769216,0.244798561,120.1046475,2124.446225,1551.507598,3, ,"CU,S1,S2",  ,16.61538462,0
WNDP99-0716,2003,1,Yes,08/20/2003,08/20/2003,1,D,7.93, ,996, ,3586.2, ,1.48,H5,14.2,H15,15,H5,8.19, ,42.39, ,181,H43,0.3,H251,4337.3, ,2257.3, ,4120.1, ,355.5, ,1.4, ,6401.3,H44,0,H15,821.1,H20,725,H43,0, ,33.02, ,0.011748976,0.851138038,3425.327821,27.33511514,3453.274407,11071.55398,10675.90793,395.6460488,11070.24132,0.030408658,0.909637295,81.47779036,1339.385991,1020.930658,2, , ,  ,4.005524862,0
WNDP99-0717,2003,1,Yes,08/18/2003,08/18/2003,1,F,8.38, ,1874, ,6773, ,30.2, ,70.7, ,30, ,15.3, ,74.27,H4,390, ,0,H243,7085.8, ,9090.2, ,6607.3, ,505.3, ,1.6, ,14482.8,H22,0,H17,81.8,H17,1965, ,16, ,22.7,H8,0.004168694,2.398832919,6058.976941,136.2755882,6197.248571,23290.06663,20762.25716,2527.809463,23288.66044,0.068218746,2.869098887,152.6311146,2715.714566,1966.654645,1, , ,  ,5.038461538,0
WNVP99-0503,2000,1,Yes,07/05/2000,07/05/2000,1,D,8.26,H5,440, ,3395.5, ,0.272,H5,10.2,H208,5,H5,1.41, ,39.94,H6,106,H36,1,H421B,2648.1,H187,1237.6,H215,860.3,H209,51.2,H217,1.6, ,849.7, ,440.2, ,285.4, ,353,H36,2.5,H478B,18.11,H8,0.005,1.82,3257.463,55.577,3314.65,4798.65,4457.11,341.54,4797.2,0.012,3.69,14.06,509.46,452.13,3, ,Collected at 9am.,  ,3.330188679,0.066981132
WNVP99-0505,2000,1,Yes,06/29/2000,06/29/2000,1,F,7.91,H4,163,H9,1270.1, ,1.91,H4,188.1,H214,0,H4,1.54, ,14.83,H6,179,H35,1,H427B,692.8,H193,258.7,H221,578.7,H215,108.3,H223,1, ,173, ,620, ,189.8, ,773,H35,2.5,H484B,56.1, ,0.012,0.813,1197.101,9.123,1206.95,1639.53,1579.87,59.65,1638.55,0.003,1.85,15.32,175.03,162.87,2,"Broken tip on pH syringe, air contaminated",COOLER IN STREAM,  ,4.318435754,0.055865922
WNVP99-0509,2000,1,Yes,07/13/2000,07/13/2000,1,F,7.91,H4,595, ,2206.5, ,3.49,H4,46.5,H207,12,H4,2.72, ,33.48,H4,266,H33,1,H413B,2792.1, ,1070.6,H207,2039.7,H201,148.4,H270,3.4, ,3033.3,H11,223.2, ,712.5,H11,764,H33,2.5,H470B,50.63,H8,0.012,0.813,2702.559,20.597,2723.78,6054.04,6473.29,-419.25,6050.73,0.017,-3.35,27.06,755.22,604.94,4, ,Not much water present.  Less than 0.75 gallon collected.  Ran out of clean water.  Remained very silty.,  ,2.872180451,0.013533835
WNVP99-0511,2000,1,Yes,06/22/2000,06/22/2000,1,F,7.56,H7,785,H13,5163,H13,7.06,H8,125.1,H204,15,H8,3.84,H15,54.32,H7,237,H35,1,H434B,3677.6,H200,1370.3,H225,2775.1,H222,235.1,H230,2.1, ,614,H13,489.8, ,2263.8,H13,704,H35,2.5,H491B,77.96,H13,0.028,0.363,4252.194,14.475,4266.72,8060.25,7152.68,907.57,8058.12,0.016,5.97,38.04,860.48,788.09,7, ,"SPRING IN PASTURE, LITTLE FLOW",  ,2.970464135,0.033333333
WNVP99-0514,2000,1,Yes,07/19/2000,07/19/2000,1,F,7.81,H5,130,H9,1122.3,H9,0.256, ,5.8,H202,5, ,0.94, ,14.01,H5,7,H37,1,H408B,889.1, ,255.5,H201,94.3,H195,31.2,H203,0.4, ,131.8, ,0, ,17.5, ,91,H37,5,H464,13.88, ,0.015,0.646,1123.957,6.804,1131.32,1270.48,1280.69,-10.2,1270.05,0.003,-0.4,9.34,135.96,126.76,3, ,COLLECTED AT 9:10AM,  ,13,0
WNVP99-0516,2000,1,Yes,07/20/2000,07/20/2000,1,F,8.07,H4,504,H8,4326.2,H8,4.2, ,15.9,H201,5, ,2.07, ,58.27,H5,40,H36,1,H407B,3179.9, ,810.9,H200,1442.2,H194,82.3,H202,0.5, ,662.5,H13,179.8, ,388.1,H13,194,H36,13,H463,28.4, ,0.009,1.175,4734.998,52.16,4788.01,5515.85,5841.8,-325.95,5515.37,0.013,-2.87,20.62,607.78,545.36,2, ,Collected x-site 7:50 am.,  ,4.85,0.0725
WNVP99-0518,2000,1,Yes,06/30/2000,06/30/2000,1,K,8.1, ,260,H8,1813.3, ,3.94, ,64.1,H213,5, ,2.19, ,21.71,H5,99,H34,1,H426B,1090.1,H192,423.2,H220,1146.8,H214,76.1,H222,1.2, ,516.1, ,440.2, ,266.8, ,423,H34,7,H483,14.62, ,0.008,1.259,1765.669,20.841,1787.65,2737.43,2577.87,159.56,2736.28,0.006,3,21.81,292.8,261.39,1, ,Water immediately place on ice in cooler. Collected at transect K. Collected at 9:50am.,  ,4.272727273,0.071717172
WNVP99-0519,2000,1,Yes,07/03/2000,07/03/2000,1,F,7.9, ,112, ,822.5, ,8.55, ,27.4,H210,5, ,1.51, ,9.35,H4,26,H38,1,H423B,423.8,H189,197.7,H217,468.5,H211,45.2,H219,1.2, ,151.4, ,0, ,128.6, ,271,H38,2.5,H480B,33.53,H10,0.013,0.794,754.339,5.618,760.69,1136.3,1040.73,95.57,1135.12,0.002,4.39,15.02,118.59,109.64,3, ,WATER COOLED IN STREAM. COLLECTED 9AM. 261955 (CU) 261954 (2 SYRINGES),  ,10.42307692,0
WNVP99-0520,2000,1,Yes,07/18/2000,07/18/2000,1,F,7.76, ,1117, ,1167.2, ,1.62, ,4.9,H198,5, ,1.43, ,14.71, ,25, ,5,H408,5481, ,7697,H202,177.1,H196,35.2,H204,0.8, ,11552.6,H15,7080.4, ,67.1, ,1898, ,10,H465,7.21, ,0.017,0.575,1175.673,6.343,1182.5,13391.06,12916.55,474.51,13390.28,0.05,1.8,14.2,1735.77,1203.27,2, ,Collected at 9:30 am.  Place immediately on ice.,  ,75.92,4.568
WNVP99-0521,2000,1,Yes,07/27/2000,07/27/2000,1,F,7.83, ,508, ,3895.4, ,3.63, ,17.2,H195,10, ,2.95, ,48.51, ,76,H29,1,H400B,2213.9, ,848.6,H193,1932.6,H187,156.2,H196,1.1, ,656.2,H11,179.8, ,625,H11,501,H29,12,H456,45.18, ,0.015,0.676,3897.082,24.703,3922.19,5152.34,5206.61,-54.27,5151.29,0.011,-0.52,29.32,560.65,504.63,2, ,Immediately iced.,  ,6.592105263,0.038157895
WNVP99-0522,2000,1,Yes,06/21/2000,06/21/2000,1,F,8.13,H8,342,H14,2888.5,H14,0.456,H9,35.4,H205,3,H9,1.23,H15,38.46,H8,50,H36,1,H435B,1969.3,H201,560.6,H226,852.4,H223,106.4,H231,1.8, ,109.1,H8,223.2,H8,462.9,H14,575,H36,2.5,H492B,43.94,H14,0.007,1.349,3130.298,39.592,3171.03,3490.31,3746.77,-256.45,3488.63,0.008,-3.54,12.25,384.07,360.3,8,pH syringe tip broken in shipping - sample  may have been compromised, ,  ,11.5,0.072
WNVP99-0524,2000,1,Yes,07/06/2000,07/06/2000,1,K,7.69,H4,795, ,5152.4, ,0.73,H4,3.6,H207,0,H4,1.62, ,50.42,H5,5,H35,1,H420B,4374.1,H186,3394.1,H214,1027.4,H208,75.2,H216,2.7, ,2641.4, ,6107, ,772.6, ,1729,H35,5,H477,20.39, ,0.02,0.49,4005.001,18.392,4023.59,8873.46,7536.4,1337.06,8870.79,0.024,8.15,16.08,954.09,807.33,2, ,SLID REACH BECAUSE OF FENCE ACROSS PRIVATE PROPERTY.,  ,345.8,19.7
WNVP99-0555,2001,1,Yes,07/03/2001,07/03/2001,1,X,8.12, ,136, ,991.5, ,16.5, ,71.6, ,19, ,2.35, ,11.45,H6,149,H35,0,H225,382,H238,253.6,H210,553.3,H205,194.5,H204,0.6, ,150.1,H20,0,H20,221.4,H20,525,H35,10,H270,50.54,H8,0.008,1.318,931.705,11.516,944.48,1384.03,1316.07,67.96,1383.49,0.003,2.52,23.41,149.63,139.45,3, , ,  ,3.523489933,0
WNVP99-0556,2001,1,Yes,07/01/2001,07/01/2001,1,X,9.12, ,214, ,1877.4, ,2.66, ,8.4, ,20, ,3.36, ,20.06, ,32, ,0,H227,760.4,H240,673.9,H213,584,H207,190.7,H206,1.1, ,203.6,H22,0,H22,148.6,H22,464, ,8,H272,26.54,H9,0.001,13.183,1570.511,194.115,1777.82,2209.73,2130.07,79.65,2209.08,0.005,1.84,33.58,237.83,215.93,2,pH syringe - broken tip, ,  ,14.5,0
WNVP99-0557,2001,1,Yes,06/16/2001,06/16/2001,1,F,8.47, ,516, ,2909.9, ,0.384, ,0.3, ,5, ,1.36, ,35.74, ,77, ,2,H231,2115.7,H255,1443.7,H289,1896.9,H226,64.1,H221,0.4, ,1597.7, ,0, ,792.6, ,123, ,2,H287,22.85, ,0.003,2.951,2913.301,80.613,2996.69,5520.8,5387.18,133.62,5520.42,0.013,1.22,13.57,626.19,534.38,3, , ,  ,1.597402597,0
WNVP99-0559,2001,1,Yes,06/15/2001,06/15/2001,1,F,6.93,H4,151, ,1211, ,2.43,H4,4, ,10,H4,4.48, ,17.4,H5,33, ,0,H232,663,H256,210.6,H290,444.2,H223,119.7,H222,0.3, ,109.9, ,86.8, ,121.8, ,285, ,2,H288,52.62,H21,0.117,0.085,1145.599,0.914,1146.4,1437.94,1379.81,58.13,1437.54,0.003,2.06,43.72,150.95,142.29,4, , ,  ,8.636363636,0.042424242
WNVP99-0561,2001,1,Yes,06/19/2001,06/19/2001,1,F,8.19, ,243, ,1633.4,H8,1.59, ,9.8, ,10, ,1.43, ,19.98,H4,38, ,0,H228,1198.9,H252,560.3,H279,546.1,H219,86.2,H218,0.7, ,524.2,H43,396.8, ,209.9, ,228, ,12,H284,24.55,H8,0.006,1.549,1628.125,23.643,1653.21,2392.18,2393.84,-1.66,2391.51,0.006,-0.03,14.25,267.54,237.94,2, , ,  ,6,0.168421053
WNVP99-0562,2001,1,Yes,06/30/2001,06/30/2001,1,X,9.27, ,428, ,2940.7, ,5.51, ,6.1,H17,40, ,5.95, ,31.82, ,52, ,0,H228,1151.6,H241,997.2,H214,2333,H212,276.7,H207,1.8, ,980.2,H32,130.2,H23,562.7,H32,836, ,5,H273,14.87,H10,0.001,18.621,2434,424.952,2877.57,4759.47,4422.63,336.84,4758.55,0.01,3.67,59.47,521.54,446.52,3, , ,  ,16.07692308,0.040384615
WNVP99-0566,2001,1,Yes,06/20/2001,06/20/2001,1,X,7.85, ,475, ,3770.7, ,2.12, ,3.2,H15,15, ,3.61, ,11.89, ,114, ,0,H264,2380.4,H251,979.1,H278,1380,H222,404.7,H284,0.6, ,543.4,H42,130.2,H33,563.8,H42,246, ,0,H283,40.81, ,0.014,0.708,956.435,6.349,963.42,5144.77,2072.87,3071.9,5144.2,0.009,42.56,35.89,422.14,388,2, , ,  ,2.157894737,0.018421053
WNVP99-0570,2001,1,Yes,06/05/2001,06/05/2001,1,F,8.42, ,268, ,1655, ,4.37,H4,86.1, ,10, ,0.89, ,19.43, ,33, ,0,H240,1403.3,H266,417.5,H216,737.2,H213,58,H213,0.8, ,204.5, ,1946.8, ,622.8, ,576, ,3,H298,43.05,H14,0.004,2.63,1584.704,39.081,1626.33,2616.7,2485.07,131.63,2616,0.006,2.58,8.88,286.69,268.11,3, , ,  ,17.45454545,0.951515152
WNVP99-0571,2004,1,Yes,08/12/2004,08/12/2004,1,F,7.76,H5,50,H8,452.2,H9,0.612,H5,3.9,H15,0,H5,0.77, ,5.84,H5,30, ,0, ,188.4, ,124.4, ,131.9, ,39.2, ,0.4, ,5.2, ,86.8, ,5.6, ,74, ,8, ,39.62, ,0.017378008,0.575439937,466.7525167,2.51828822,469.8024644,484.3237545,482.1202449,2.203509685,483.890044,0.00096394,0.114000899,7.647635043,49.32709726,48.08025875,2, ,F TRANSECT REPRESENTS INDEX COORDINATES.   .,  ,2.466666667,0.046666667
WNVP99-0573,2001,1,Yes,06/29/2001,06/29/2001,1,X,7.61,H4,237, ,1840.4, ,1.28,H4,5.8, ,15,H4,2.14, ,24.27,H4,76, ,0,H229,989.2,H242,376.5,H214,844.5,H209,178.2,H208,0.9, ,190.7,H24,533.2,H24,296.4,H24,366, ,10,H274,62.73,H11,0.025,0.407,1911.6,7.302,1919.16,2389.41,2415.03,-25.62,2388.48,0.005,-0.53,21.22,258.39,241.08,4,syringe samples contained air and were received with broken tips, ,  ,4.815789474,0.113157895
WNVP99-0576,2001,1,Yes,06/13/2001,06/13/2001,1,X,8.48,H5,438, ,3902.5, ,1.04,H5,10.1,H15,5,H5,0.8, ,44.06,H6,22,H29,1,H234,2819.9,H258,1808.1,H230,213.9,H225,35.4,H224,0.3, ,938.1, ,706.8, ,68.8, ,234,H29,1,H290,13.11, ,0.003,3.02,3590.972,101.679,3695.45,4877.56,4714.07,163.5,4877.31,0.013,1.7,7.98,525.42,461.28,3, ,SHIFTED SAMPLE SIGHT BECAUSE OF BARBED WIRE FENCE.,  ,10.63636364,0.518181818
WNVP99-0577,2001,1,Yes,06/27/2001,06/27/2001,1,X,8.42, ,141, ,1323.8, ,1.16, ,3.5, ,0, ,1.05,H15,15.74, ,20, ,0,H229,1005.1,H244,351.9,H216,53.8,H211,11.5,H210,0.9, ,65,H26,576.6,H26,19.7,H26,210, ,6,H276,6.91,H9,0.004,2.63,1283.749,31.659,1317.97,1423.02,1412.02,11,1422.26,0.004,0.39,10.48,149.23,141.08,2, , ,  ,10.5,0.465
WNVP99-0608,2002,1,Yes,06/05/2002,06/05/2002,1,X,8.96, ,245,H8,1619.7, ,11.8,H5,43.96, ,15, ,2.44, ,16.26, ,26, ,0.2,H693,805.9, ,549.6, ,895.2, ,123, ,0.6, ,217.8, ,0, ,521.2,H12,359,H90,2.1,H307,49.3,H9,0.001096478,9.120108394,1295.069799,110.7418926,1414.927495,2374.081464,2153.95588,220.125584,2373.639416,0.004790034,2.430695324,24.34413531,255.2633495,235.3090829,2, , ,  ,13.80769231,0
WNVP99-0612,2002,1,Yes,07/02/2002,07/02/2002,1,X,7.84, ,643, ,4380.7, ,0.142, ,2.2, ,0, ,0.62,H16,49.16,H6,49,H30,3.3,H632,4046.9, ,3001.6, ,354.4, ,34.1, ,0.6, ,2807.6,H70,576.6, ,115.6, ,171,H30,42.4,H280,13.37, ,0.014454398,0.691830971,3951.906396,25.63453329,3977.952742,7437.711684,6910.73506,526.976624,7437.076252,0.021996849,1.836354253,6.183837947,831.9300113,683.7820837,1, , ,  ,3.489795918,0.189795918
WNVP99-0613,2002,1,Yes,05/30/2002,05/30/2002,1,X,8.3,H4,1338, ,6371.6, ,1.86,H5,1.8, ,30,H6,9.13, ,65.12,H8,13, ,0.1,H664,5853.3, ,7639, ,2161, ,296.1, ,0.9, ,8807.3,H34,0, ,818.3,H34,575,H96,0,H313,29.69, ,0.005011872,1.995262315,5312.574982,99.38568568,5413.601326,15950.19905,15039.48839,910.7106563,15949.35034,0.049093171,1.469376963,91.0642809,1893.720323,1444.776449,4,Yellow water.,EWWWWW CATTLE WATER IN STREAM!,  ,44.23076923,0
